,artwork_url,caption,commentable,comment_count,created_at,description,downloadable,download_count,duration,full_duration,embeddable_by,genre,has_downloads_left,id,kind,label_name,last_modified,license,likes_count,permalink,permalink_url,playback_count,public,purchase_title,purchase_url,release_date,reposts_count,secret_token,sharing,state,streamable,tag_list,title,track_format,uri,urn,user_id,visuals,waveform_url,display_date,station_urn,station_permalink,track_authorization,monetization_model,policy
10,https://i1.sndcdn.com/artworks-000570027434-axva1l-large.jpg,,True,2.0,2019-07-20T02:50:55Z,,True,48.0,230447,230447,all,Pop,True,653765366,track,,2020-11-30T11:25:27Z,cc-by-sa,16.0,when-i-met-you-original-mix-chillout-free-download,https://soundcloud.com/zen5-1/when-i-met-you-original-mix-chillout-free-download,787.0,True,,,,3,,public,finished,True,edm chillout instrumental,When I Met You (Original Mix) #Chillout #Free Download,single-track,https://api.soundcloud.com/tracks/653765366,soundcloud:tracks:653765366,64443332,,https://wave.sndcdn.com/VBWfiMrg5lPs_m.json,2019-07-20T02:50:55Z,soundcloud:system-playlists:track-stations:653765366,track-stations:653765366,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImFjMGJmMGI5LTVjZjYtNGFjMS05OTgyLTVlOWZkMTc2NjIyMCIsImlhdCI6MTYzNjExMTQ4NH0.RF55SaHs9u9PSEk-ipDxdOAJqaLX_nFQYmaufiiakBY,BLACKBOX,MONETIZE
11,https://i1.sndcdn.com/artworks-000533087508-e17dvf-large.jpg,,True,3.0,2019-05-11T00:56:37Z,"You can download the track for FREE! Enjoy :)
https://drive.google.com/open?id=1e4Not8rFSGzGZfE4vsToIoUy96KJ3kyb",True,100.0,198888,198888,all,Dance & EDM,False,618848190,track,,2020-05-15T03:01:03Z,cc-by-sa,39.0,moving-up-original-mix-future-bass-free-download,https://soundcloud.com/zen5-1/moving-up-original-mix-future-bass-free-download,5645.0,True,,,,4,,public,finished,True,"""Future bass"" EDM House",Moving Up (Original Mix) #Future House #Free download,single-track,https://api.soundcloud.com/tracks/618848190,soundcloud:tracks:618848190,64443332,,https://wave.sndcdn.com/edGJ8sUSXusc_m.json,2019-05-11T00:56:37Z,soundcloud:system-playlists:track-stations:618848190,track-stations:618848190,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjIwOWZlNmIzLTBjOGQtNDQwZC04NjkwLWIzMjI0OGE3MTAxNSIsImlhdCI6MTYzNjExMTQ4NX0.EiqWtUq68JhYCUzyGLCPBzmSBqDXpiW9gQdn1Hv_-lk,BLACKBOX,MONETIZE
12,https://i1.sndcdn.com/artworks-5keQdiERvP11EZWq-OuCmpw-large.jpg,,True,2.0,2021-11-03T13:36:54Z,Some tracks that I like,False,0.0,4699664,4699664,all,House,False,1153164454,track,,2021-11-03T13:50:15Z,all-rights-reserved,15.0,house-kinda-girl,https://soundcloud.com/lempiveera/house-kinda-girl,92.0,True,,,,0,,public,finished,True,,house kinda girl,single-track,https://api.soundcloud.com/tracks/1153164454,soundcloud:tracks:1153164454,1018041874,,https://wave.sndcdn.com/no3slbfw5lS1_m.json,2021-11-03T13:50:15Z,soundcloud:system-playlists:track-stations:1153164454,track-stations:1153164454,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjExMTQ4NX0.yl6BqC1HtGVj85nZjCCTIuemN-smGRRjbuWQlC__Czk,NOT_APPLICABLE,ALLOW
13,https://i1.sndcdn.com/artworks-000279656783-oywn7m-large.jpg,,True,2.0,2018-01-03T07:16:04Z,,True,2.0,387667,387667,all,,True,378096947,track,,2018-01-03T07:16:26Z,all-rights-reserved,4.0,pegboard-nerds-heartbittublee-o-leds-i-can-feel-your-hardbeat-editional-edition,https://soundcloud.com/kristian-naw/pegboard-nerds-heartbittublee-o-leds-i-can-feel-your-hardbeat-editional-edition,82.0,True,,,,0,,public,finished,True,tech house Basshouse Garage Mega,Pegboard Nerds - Heartbit(Tublee O- Leds I Can Feel Your Hardbeat Editional Edition),single-track,https://api.soundcloud.com/tracks/378096947,soundcloud:tracks:378096947,88881737,,https://wave.sndcdn.com/QSMYsr5tONEx_m.json,2018-01-03T07:16:04Z,soundcloud:system-playlists:track-stations:378096947,track-stations:378096947,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjNlYTVhY2VjLWI3ODYtNGI4YS1hNzIwLTMwZTA0NDY1MmMwNiIsImlhdCI6MTYzNjExMTQ4NX0.cITwophd3eDl_CGA5wkO6IsTzJjReKWEDBIp55haR8M,BLACKBOX,MONETIZE
14,,,True,0.0,2021-09-06T11:59:29Z,"Played some early 2000 (and of course some newer too) stuff with Hitdogi.

Emalkay, Skream, Dub Pistols, Benga, Leo Cap etc.",False,0.0,7519582,7519582,all,Dubstep,False,1119677989,track,,2021-09-06T12:06:32Z,all-rights-reserved,2.0,unohdustv-dubstep-special,https://soundcloud.com/laiska-jaakko/unohdustv-dubstep-special,16.0,True,,,,0,,public,finished,True,Dubstep,UnohdusTV Dubstep special,single-track,https://api.soundcloud.com/tracks/1119677989,soundcloud:tracks:1119677989,1214782,,https://wave.sndcdn.com/BeXXy6fL6Dr5_m.json,2021-09-06T11:59:29Z,soundcloud:system-playlists:track-stations:1119677989,track-stations:1119677989,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjExMTQ4Nn0.L5-a8SH7n7W4UWtBVrnZR1GuZ9oSfNJ4N3ybkJwTYoQ,NOT_APPLICABLE,ALLOW
15,https://i1.sndcdn.com/artworks-lDtvvueSu9FoSleR-zX50zQ-large.jpg,,True,0.0,2021-03-30T12:46:18Z,"Unohdus episode 22

Viidakkorumpu dj's
Rumbus
Laiska Jaakko
Decim8
Criba
Islndr

Follow
https://www.facebook.com/unohdus666
https://www.twitch.tv/unohdustv",False,0.0,18395220,18395220,all,Drum & Bass,False,1019047666,track,,2021-03-30T13:01:32Z,all-rights-reserved,1.0,unohdustv-ep-22-viidakkorumpu-djs,https://soundcloud.com/laiska-jaakko/unohdustv-ep-22-viidakkorumpu-djs,39.0,True,,,,0,,public,finished,True,"""Drum & Bass"" Jungle",UnohdusTV ep 22 / Viidakkorumpu Dj's,single-track,https://api.soundcloud.com/tracks/1019047666,soundcloud:tracks:1019047666,1214782,,https://wave.sndcdn.com/CEgQL2GyjwtK_m.json,2021-03-30T12:46:18Z,soundcloud:system-playlists:track-stations:1019047666,track-stations:1019047666,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjExMTQ4Nn0.L5-a8SH7n7W4UWtBVrnZR1GuZ9oSfNJ4N3ybkJwTYoQ,NOT_APPLICABLE,ALLOW
16,,,True,0.0,2020-12-27T14:48:50Z,,False,0.0,19696,19696,all,,False,954879727,track,,2020-12-27T14:48:53Z,all-rights-reserved,1.0,4th-floor-flippin-jazz-chop,https://soundcloud.com/laiska-jaakko/4th-floor-flippin-jazz-chop,10.0,True,,,,0,,public,finished,True,,4th Floor Flippin Jazz Chop,single-track,https://api.soundcloud.com/tracks/954879727,soundcloud:tracks:954879727,1214782,,https://wave.sndcdn.com/xjuqhlulkORj_m.json,2020-12-27T14:48:50Z,soundcloud:system-playlists:track-stations:954879727,track-stations:954879727,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6Ijg4ZTY1Njk5LTNkY2YtNDY3ZC1iNWVkLTkxZjQyZmU1YWQ2ZSIsImlhdCI6MTYzNjExMTQ4Nn0.b9eT3MuQ1bNgP7mNugLGwtZ89ow-lptp3nzvaDgC670,NOT_APPLICABLE,ALLOW
17,,,True,0.0,2020-11-11T11:41:40Z,"Here is my UnohdusTV episode 12 recording from October 2020

Check out my Twitch page for further streams
https://www.twitch.tv/unohdustv

Tracklist coming soon ;)",False,0.0,4657032,4657032,all,Drum & Bass,False,927251992,track,,2020-11-11T11:44:22Z,all-rights-reserved,2.0,unohdustv-episode-12,https://soundcloud.com/laiska-jaakko/unohdustv-episode-12,22.0,True,,,,0,,public,finished,True,jungle dnb drumandbass,UnohdusTv episode 12,single-track,https://api.soundcloud.com/tracks/927251992,soundcloud:tracks:927251992,1214782,,https://wave.sndcdn.com/8lXTFaqQjitr_m.json,2020-11-11T11:41:40Z,soundcloud:system-playlists:track-stations:927251992,track-stations:927251992,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjExMTQ4N30.ZB5OcEqau2iECtgVJL1bvFivLcNoxWgZUZquXZ9-MOM,NOT_APPLICABLE,ALLOW
18,https://i1.sndcdn.com/artworks-BDsVWylATQo8DVAR-QU2xcw-large.jpg,,True,9.0,2021-09-27T10:58:07Z,"Like the mix? Click the [↻ Repost] button!

Hailing from Newcastle upon Tyne UK, Robert Patterson aka Syphon is a Drum & Bass DJ / Producer primarily focused on the deep and rolling sides of the genre. His mixes are characterised by a balance of creative harmonic blends giving each track room to breathe in the mix.
Syphon has performed live sets for Intrigue Music & Method Twenty Four, & his mixes have received support from the likes of Ben Soundscape, Tokyo Prose & GLXY.
Having recently released his debut track on Erculean Recordings with Russian producer AL_X, Syphon continues to hone his production skills whilst regularly serving up quality selections of deep liquid DnB on his Mixcloud page.

---

Originaire de Newcastle-upon-Tyne au Royaume-Uni, Robert Patterson alias Syphon est un DJ / Producteur Drum & Bass principalement axé sur les côtés deep et rolling du genre. Ses mixes sont caractérisés par un équilibre de mélanges harmoniques créatifs donnant à chaque track la possibilité de respirer dans le mix.
Syphon a joué des sets live pour Intrigue Music & Method Twenty Four, et ses mixes ont reçu le soutien de Ben Soundscape, Tokyo Prose & GLXY.
Ayant récemment sorti son premier morceau sur Erculean Recordings avec le producteur russe AL_X, Syphon continue de perfectionner ses compétences de production tout en offrant régulièrement des sélections DnB deep liquid de qualité sur sa page Mixcloud.

---

*Tracklist:
Auris - Victorian Boulevard
Satl - Beautiful Struggle ft. DRS
Adam F - Circles (dRamatic & dbAudio Remix)
Kublai - Smokey
Fox - Lion Ting ft. Lenzman
Styke - Lunar
Technimatic - The Golden Section
Banditt, Disrupta - Sunshine Riddim
Anile - Back On Days
Bungle - Circles
Kublai, Note - Resting Place
Mr Joseph - Just Another Day ft. Kate White
Auris, Styke - Apollo
Future Ghost - Pillow Talk
Gerra & Stone - L.I.E.S
SpectraSoul - Tender Doubt
Mr Joseph - Flyest Material
Satl - Takeshi
LSB - Rise & Fall ft. DRS (Tokyo Prose Remix)
Bert H, High N Sick - Flat Story
Changing Faces, Malaky - Hardest Thing
Joakuim - Eclipse
GLXY - Breathless ft. [ K S R ]
Satl - Never Far
LSB - The Hurting

---

• Syphon:
@syphon1
https://www.mixcloud.com/SyphonDnB/
https://linktr.ee/SyphonDnB

• Liquidz Spirit:
https://www.facebook.com/LiquidzSpirit
https://www.twitter.com/Liquidz_Spirit
https://www.instagram.com/liquidz.spirit
https://www.mixcloud.com/Liquidz_Spirit
https://www.youtube.com/channel/UCHyEjq-Zmp5l0RJJiaixFaw

Photo: https://unsplash.com/@f1ramon_",False,0.0,3628487,3628487,all,Drum & Bass,False,1131796573,track,,2021-10-01T07:46:18Z,all-rights-reserved,54.0,podcast-051-syphon,https://soundcloud.com/liquidz-spirit/podcast-051-syphon,564.0,True,Free Download,https://hypeddit.com/track/69abjq,,18,,public,finished,True,"""Liquid Drum & Bass"" ""Deep Drum & Bass"" Syphon ""Liquidz Spirit""",Podcast #051 | Syphon,single-track,https://api.soundcloud.com/tracks/1131796573,soundcloud:tracks:1131796573,418363464,,https://wave.sndcdn.com/Ry8snQqHNatO_m.json,2021-09-29T12:00:16Z,soundcloud:system-playlists:track-stations:1131796573,track-stations:1131796573,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTYzNjExMTQ4N30.ZB5OcEqau2iECtgVJL1bvFivLcNoxWgZUZquXZ9-MOM,NOT_APPLICABLE,ALLOW
19,https://i1.sndcdn.com/artworks-Clh2Qyngyyyz9cQL-1mJOiw-large.jpg,Forthcoming on March 5th on DNB France!,True,11.0,2021-02-26T13:39:22Z,"Like the track? Click the [↻ Repost] button!

— 

Presenting ""You” from Hocseat taken from the ""French Plates 2021"" compilation by DNB France - available in digital on March 5th on Bandcamp: http://dnbfrance.bandcamp.com

—

• DNB France:
Visit → http://www.dnbfrance.fr
Like → https://www.facebook.com/dnbfrance
Listen → https://soundcloud.com/dnb-france
Radio → https://www.mixcloud.com/dnbFrance
Watch → https://www.youtube.com/dnbfrance
Instagram → https://www.instagram.com/dnbfrance
Twitter → https://twitter.com/dnbfrance

• Hocseat:
Listen → https://soundcloud.com/hocseatdnb 
Like → https://www.facebook.com/hocseat

• Liquidz Spirit:
www.facebook.com/LiquidzSpirit
www.twitter.com/Liquidz_Spirit
www.instagram.com/liquidz.spirit
www.youtube.com/channel/UCHyEjq-Zmp5l0RJJiaixFaw",False,0.0,293486,293486,all,Drum & Bass,False,993537682,track,DNB France,2021-03-03T13:08:37Z,all-rights-reserved,38.0,hocseat-you-premiere,https://soundcloud.com/liquidz-spirit/hocseat-you-premiere,838.0,True,Follow us on YouTube,https://www.youtube.com/channel/UCHyEjq-Zmp5l0RJJiaixFaw?sub_confirmation=1,2021-03-05T00:00:00Z,10,,public,finished,True,"""Liquid Drum & Bass"" ""DNB France"" ""French Plates 2021"" Hocseat",Hocseat - You [Premiere],single-track,https://api.soundcloud.com/tracks/993537682,soundcloud:tracks:993537682,418363464,,https://wave.sndcdn.com/iWSbWuKRQotZ_m.json,2021-03-03T07:00:02Z,soundcloud:system-playlists:track-stations:993537682,track-stations:993537682,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjNkNTIwNGMwLTUzZGYtNDdkZC05MWYyLTE3NmViNGU0YmI0YSIsImlhdCI6MTYzNjExMTQ4OH0.K7ycEHGy9uDCH120GQtifesUaESNOgCtKBdhmSgqHA0,BLACKBOX,MONETIZE
